quarter,department,expense_type,revenue,expenses,investment,roi_percentage,economic_index,profit
2019-12-31,Finance,Utilities,497725.92,366767.78,46433.86,0.222,94.59,130958.14
2018-12-31,Operations,Utilities,357632.12,242838.76,45910.0,0.186,116.32,114793.36
2021-09-30,Sales,Utilities,458889.44,491503.95,64970.85,0.224,111.42,-32614.51
2024-12-31,Sales,Marketing Spend,282108.72,211554.8,44502.63,0.169,100.96,70553.92
2022-12-31,IT,Salaries,364831.8,271459.62,82908.54,0.163,83.76,93372.18
2024-03-31,Sales,R&D,622293.0,447470.11,56316.21,0.225,117.82,174822.89
2022-03-31,IT,Salaries,540463.69,394385.58,16802.73,0.053,108.36,146078.11
2021-03-31,Marketing,Admin,679765.15,271465.05,73090.28,0.146,81.4,408300.1
2022-06-30,Operations,Salaries,496886.19,354424.76,33181.37,0.224,117.95,142461.43
2018-06-30,Finance,Utilities,493046.78,213809.1,72830.86,0.089,82.87,279237.68
2021-03-31,IT,Salaries,521547.46,235153.55,56832.07,0.242,104.12,286393.91
2021-03-31,Sales,Admin,858868.13,270869.56,33654.8,0.198,95.76,587998.57
2023-06-30,IT,Admin,605260.47,414112.69,41643.51,0.202,119.24,191147.78
2021-09-30,IT,Utilities,415939.54,131516.52,59126.05,0.183,116.92,284423.02
2022-12-31,Sales,Marketing Spend,540734.22,370442.4,55430.98,0.139,103.95,170291.82
2024-09-30,Sales,COGS,515256.57,268355.14,69088.7,0.142,108.05,246901.43
2020-06-30,Operations,R&D,572090.5,349693.19,58655.26,0.218,112.87,222397.31
2018-09-30,Finance,R&D,687322.0,346707.98,49997.45,0.078,112.81,340614.02
2022-09-30,Operations,Utilities,558777.56,297853.13,52067.97,0.154,103.97,260924.43
2018-09-30,Operations,R&D,462924.07,239558.34,46228.13,0.112,90.07,223365.73
2023-06-30,Sales,Salaries,686434.89,246649.12,60549.19,0.247,92.51,439785.77
2021-06-30,Sales,Admin,369412.67,274914.15,58390.79,0.051,106.63,94498.52
2019-12-31,Finance,Admin,472884.07,169925.5,55134.14,0.063,107.51,302958.57
2024-09-30,IT,Utilities,590145.86,307155.08,96044.84,0.243,94.86,282990.78
2023-09-30,Operations,Admin,420949.73,243538.03,57600.37,0.159,115.51,177411.7
2018-12-31,Finance,COGS,494822.48,262960.2,74609.91,0.078,96.0,231862.28
2024-09-30,Operations,Admin,429867.67,283527.28,36982.46,0.14,107.94,146340.39
2024-12-31,IT,Admin,496166.05,360022.59,50208.74,0.115,88.38,136143.46
2022-12-31,Operations,Salaries,430040.1,399056.89,7189.19,0.232,94.12,30983.21
2020-09-30,Marketing,Marketing Spend,507904.48,409820.15,51785.37,0.188,101.84,98084.33
2024-06-30,Finance,R&D,467037.75,332850.46,37743.58,0.076,81.51,134187.29
2020-09-30,Sales,Salaries,632724.13,268824.8,35862.33,0.157,81.68,363899.33
2024-09-30,Operations,Salaries,538549.96,195372.96,54294.35,0.077,90.79,343177.0
2020-09-30,Finance,Salaries,573812.98,495270.83,41946.41,0.183,113.11,78542.15
2018-06-30,Finance,R&D,514431.02,442476.21,19130.28,0.195,88.66,71954.81
2022-03-31,Operations,Utilities,456557.81,371356.73,45919.52,0.162,115.44,85201.08
2020-03-31,Sales,Salaries,533480.06,352645.07,120932.87,0.243,108.64,180834.99
2024-12-31,Sales,Marketing Spend,520279.28,271680.12,58436.45,0.239,107.56,248599.16
2024-12-31,Operations,Utilities,257858.74,310436.68,55578.92,0.091,106.96,-52577.94
2018-06-30,Finance,Admin,503355.31,373650.27,27377.94,0.05,119.05,129705.04
2023-12-31,Sales,Marketing Spend,567196.17,148728.96,25164.81,0.183,105.35,418467.21
2021-09-30,Operations,Utilities,428390.09,251026.63,31283.14,0.145,105.97,177363.46
2021-12-31,Operations,Admin,586752.05,300846.64,55606.25,0.117,98.14,285905.41
2024-03-31,Operations,Admin,535559.17,146150.05,25581.79,0.233,114.89,389409.12
2018-12-31,Finance,Salaries,460321.88,180998.91,78584.55,0.246,82.3,279322.97
2019-12-31,Sales,Salaries,554190.34,247343.68,26763.41,0.236,93.77,306846.66
2020-03-31,Finance,R&D,463140.8,306880.51,66150.41,0.15,91.47,156260.29
2024-06-30,Marketing,COGS,527679.81,420824.83,55351.19,0.191,95.92,106854.98
2024-06-30,Sales,Marketing Spend,474007.84,264225.11,80083.93,0.084,99.2,209782.73
2019-03-31,Finance,R&D,554900.53,450490.32,28112.76,0.24,118.24,104410.21
2021-12-31,Sales,R&D,634682.47,241818.35,111356.83,0.107,116.98,392864.12
2021-03-31,Marketing,Marketing Spend,456388.11,289938.87,53799.26,0.089,104.45,166449.24
2019-09-30,IT,Utilities,590222.68,181521.23,73947.28,0.062,80.79,408701.45
2024-06-30,Operations,Marketing Spend,470103.77,265127.46,57849.85,0.16,102.23,204976.31
2022-12-31,Finance,Admin,470887.75,147752.7,28760.22,0.24,82.74,323135.05
2022-03-31,Marketing,COGS,460473.55,570862.36,34629.75,0.077,94.39,-110388.81
2018-09-30,Marketing,Utilities,331199.33,216394.48,50502.28,0.074,92.18,114804.85
2019-03-31,Sales,Salaries,550035.63,328720.82,34554.3,0.105,105.92,221314.81
2022-09-30,Sales,COGS,528404.65,261842.99,52977.43,0.183,80.72,266561.66
2020-12-31,Operations,COGS,516295.04,281182.57,67646.6,0.16,111.55,235112.47
2024-09-30,Sales,Salaries,655452.04,293884.93,75633.14,0.069,113.06,361567.11
2019-09-30,Finance,COGS,666462.11,375957.16,83398.02,0.138,81.29,290504.95
2024-12-31,Finance,Utilities,630794.81,340654.82,49094.71,0.063,83.27,290139.99
2020-03-31,Finance,Utilities,476467.16,319343.27,41532.6,0.22,116.83,157123.89
2024-12-31,IT,Utilities,471394.76,346374.38,15346.13,0.071,104.64,125020.38
2019-06-30,Finance,R&D,398184.26,329689.97,2834.98,0.144,118.41,68494.29
2024-06-30,Sales,R&D,506183.68,197907.51,48056.18,0.152,98.3,308276.17
2022-03-31,Sales,Utilities,500825.34,280146.24,75048.65,0.156,87.63,220679.1
2021-12-31,Finance,Salaries,553844.49,354704.43,52418.7,0.172,94.81,199140.06
2023-09-30,Marketing,Salaries,393115.36,252381.6,58349.3,0.19,117.16,140733.76
2018-09-30,Marketing,Marketing Spend,462573.88,328570.97,29572.53,0.051,84.61,134002.91
2023-03-31,Marketing,Marketing Spend,330505.44,388191.94,41061.11,0.056,115.69,-57686.5
2024-06-30,Operations,Utilities,428396.13,244486.2,73390.21,0.172,101.19,183909.93
2018-12-31,IT,COGS,589263.46,381459.72,58851.41,0.086,82.8,207803.74
2020-06-30,Finance,COGS,389857.51,291526.63,40704.53,0.216,95.99,98330.88
2019-03-31,Operations,Salaries,674397.82,305859.46,63386.7,0.176,89.73,368538.36
2023-03-31,Marketing,COGS,600890.25,367716.52,52438.29,0.246,103.01,233173.73
2023-06-30,Finance,Admin,550124.12,347461.37,71699.87,0.196,86.1,202662.75
2020-06-30,Operations,R&D,633353.61,82487.04,59737.29,0.068,117.65,550866.57
2020-12-31,Sales,COGS,487896.62,153209.91,43446.52,0.084,88.45,334686.71
2020-06-30,Marketing,COGS,426247.55,342538.56,45547.49,0.059,105.32,83708.99
2021-03-31,Operations,Marketing Spend,490405.77,288707.99,22571.55,0.198,113.25,201697.78
2020-09-30,Sales,Admin,328115.48,171751.04,17623.43,0.075,103.84,156364.44
2023-06-30,Marketing,COGS,619073.81,247259.75,41137.9,0.183,106.22,371814.06
2021-12-31,IT,R&D,465111.14,164316.45,77067.42,0.161,96.37,300794.69
2019-12-31,Marketing,COGS,424479.32,291569.47,58556.2,0.177,84.07,132909.85
2019-12-31,IT,Salaries,436045.5,400660.11,44166.59,0.152,85.25,35385.39
2024-09-30,IT,Admin,501657.64,242803.95,63207.29,0.053,108.09,258853.69
2024-03-31,IT,COGS,511962.3,319658.09,72313.58,0.101,111.89,192304.21
2019-12-31,Finance,Admin,485389.59,291645.87,37809.48,0.227,113.69,193743.72
2021-03-31,Finance,COGS,484945.04,428092.93,37904.48,0.236,94.51,56852.11
2024-09-30,IT,R&D,554975.94,401457.35,113831.08,0.069,118.75,153518.59
2018-06-30,Sales,R&D,390132.42,172885.17,32154.24,0.241,105.66,217247.25
2020-12-31,IT,Admin,522519.14,284688.52,38954.3,0.184,86.14,237830.62
2020-06-30,Operations,Utilities,468213.71,229138.48,42846.83,0.235,82.69,239075.23
2020-12-31,IT,Marketing Spend,300201.2,251926.92,30026.55,0.13,101.8,48274.28
2020-09-30,Finance,Marketing Spend,391669.68,362829.53,11471.83,0.07,109.64,28840.15
2021-09-30,Finance,Salaries,420801.91,315448.06,51814.82,0.11,80.72,105353.85
2021-12-31,Operations,Utilities,667039.31,361720.96,37437.23,0.188,80.9,305318.35
2022-03-31,Operations,Marketing Spend,545250.41,116703.79,58876.39,0.209,103.13,428546.62
2024-06-30,Marketing,Admin,527098.94,374435.56,33291.66,0.06,119.6,152663.38
2018-06-30,Sales,Marketing Spend,451302.82,334246.93,75165.39,0.147,109.5,117055.89
2022-06-30,Sales,Salaries,448765.14,428556.51,48943.45,0.063,86.06,20208.63
2020-12-31,Sales,COGS,381712.02,251134.96,33187.93,0.223,83.49,130577.06
2022-09-30,Finance,Marketing Spend,467359.07,386088.74,36340.6,0.145,112.57,81270.33
2024-06-30,Sales,Admin,637560.94,323364.32,44955.86,0.233,112.39,314196.62
2023-09-30,Marketing,Admin,368188.27,310643.83,77382.76,0.066,98.27,57544.44
2022-06-30,Marketing,Salaries,441357.2,260969.3,38337.66,0.116,81.43,180387.9
2022-03-31,Sales,Salaries,592618.71,292432.44,17788.19,0.185,110.65,300186.27
2019-06-30,Operations,R&D,592347.45,221655.64,84821.52,0.109,96.48,370691.81
2024-03-31,Marketing,R&D,427945.95,268180.21,13913.82,0.218,112.66,159765.74
2021-09-30,Operations,R&D,616362.01,252738.67,97046.8,0.247,85.76,363623.34
2018-09-30,Finance,COGS,456530.3,277106.34,13172.98,0.106,98.53,179423.96
2019-06-30,Marketing,Admin,385074.04,285461.5,42143.89,0.122,101.06,99612.54
2018-09-30,Operations,R&D,649831.2,287467.38,41249.84,0.243,94.78,362363.82
2018-03-31,Sales,Admin,509196.07,299373.6,67534.99,0.122,119.6,209822.47
2021-03-31,Finance,Salaries,483213.85,298596.92,63976.24,0.161,110.52,184616.93
2024-12-31,IT,COGS,517482.97,308645.32,88958.85,0.204,113.21,208837.65
2023-03-31,IT,Salaries,403007.58,297599.33,19616.45,0.138,89.64,105408.25
2024-06-30,Sales,Admin,443809.64,278362.11,15477.47,0.125,95.39,165447.53
2021-06-30,Finance,Utilities,643690.18,334420.6,70996.89,0.149,84.43,309269.58
2021-03-31,Finance,Utilities,685913.27,396991.04,95460.92,0.206,119.93,288922.23
2024-09-30,Finance,R&D,388682.99,273151.88,74414.53,0.112,90.3,115531.11
2018-12-31,Finance,Utilities,461064.14,257200.14,64734.41,0.12,84.02,203864.0
2019-09-30,IT,Salaries,500438.83,330124.88,73747.63,0.088,88.21,170313.95
2023-06-30,Operations,Utilities,520069.39,308621.86,23045.72,0.19,102.86,211447.53
2020-06-30,Finance,Marketing Spend,404961.43,222652.1,45343.63,0.23,93.43,182309.33
2019-09-30,Operations,COGS,565044.05,239899.88,50661.03,0.087,86.56,325144.17
2023-03-31,Finance,Admin,572598.9,252433.37,47932.99,0.057,98.73,320165.53
2021-09-30,Marketing,R&D,585031.18,217056.91,60593.31,0.126,106.82,367974.27
2021-09-30,Marketing,Salaries,575246.42,335064.32,49492.66,0.132,106.59,240182.1
2018-12-31,Marketing,COGS,508123.26,361179.34,41103.74,0.179,80.59,146943.92
2023-09-30,Finance,R&D,599055.59,235082.31,26978.82,0.067,110.22,363973.28
2023-09-30,Operations,Salaries,554406.63,191164.61,47114.84,0.214,89.65,363242.02
2019-06-30,IT,Utilities,351612.49,313813.83,24078.22,0.165,116.89,37798.66
2023-12-31,Sales,Admin,352315.72,302465.67,48116.92,0.159,85.54,49850.05
2022-12-31,IT,Marketing Spend,530857.48,484148.47,56501.07,0.113,95.98,46709.01
2024-06-30,Finance,Marketing Spend,628581.85,353401.18,36787.81,0.123,92.49,275180.67
2019-03-31,Marketing,Utilities,544604.55,209818.46,64938.02,0.061,99.65,334786.09
2022-12-31,Marketing,Admin,558831.57,223868.92,70590.36,0.201,92.54,334962.65
2020-12-31,Operations,COGS,394091.06,325228.34,39968.06,0.171,110.85,68862.72
2018-03-31,Finance,Admin,506734.3,295615.37,42365.26,0.245,95.28,211118.93
2024-12-31,IT,Utilities,614210.66,291167.81,64674.55,0.121,94.01,323042.85
2019-12-31,Finance,Salaries,544581.15,305350.4,29818.58,0.183,118.85,239230.75
2018-03-31,Finance,COGS,510464.23,362028.18,27844.86,0.234,96.14,148436.05
2019-03-31,Marketing,Marketing Spend,559412.54,448325.88,42952.21,0.192,85.2,111086.66
2023-06-30,IT,Utilities,522654.13,406354.39,49642.54,0.058,90.72,116299.74
2019-06-30,Sales,Salaries,617453.84,218839.74,39014.75,0.176,108.94,398614.1
2023-03-31,Marketing,Utilities,522578.75,257232.84,61443.24,0.159,90.47,265345.91
2018-09-30,IT,R&D,496925.24,111708.8,22776.61,0.15,107.22,385216.44
2021-09-30,Operations,R&D,395263.8,316875.33,58999.02,0.161,116.59,78388.47
2019-03-31,Marketing,R&D,621439.18,257993.29,39215.52,0.142,94.96,363445.89
2024-12-31,Operations,Marketing Spend,405958.1,298448.15,81778.82,0.188,87.71,107509.95
2023-12-31,Marketing,Admin,523747.84,234169.42,68243.04,0.053,108.67,289578.42
2021-06-30,Finance,COGS,580095.61,233321.1,52524.82,0.088,97.51,346774.51
2022-06-30,IT,Marketing Spend,678933.58,176770.7,49175.41,0.123,81.85,502162.88
2021-12-31,Operations,Salaries,522662.94,274463.32,39696.0,0.141,103.14,248199.62
2019-06-30,Marketing,Salaries,639129.22,345514.58,-3331.21,0.076,103.22,293614.64
2024-03-31,Operations,R&D,502738.64,246083.66,52214.44,0.214,107.27,256654.98
2023-12-31,Marketing,COGS,443957.32,352131.02,72724.81,0.236,109.41,91826.3
2021-06-30,Marketing,R&D,776642.16,244695.75,31128.3,0.2,105.82,531946.41
2024-09-30,Sales,Salaries,378191.34,300054.97,33530.41,0.236,93.53,78136.37
2023-12-31,Sales,Salaries,792132.44,408445.14,52077.8,0.199,113.42,383687.3
2019-12-31,Sales,Admin,662836.69,260972.08,24680.9,0.138,117.41,401864.61
2019-09-30,Operations,Admin,442519.76,318006.33,35382.17,0.129,92.08,124513.43
2019-12-31,Finance,Admin,564984.81,320777.1,41175.78,0.083,91.27,244207.71
2021-03-31,Marketing,R&D,360224.58,321826.17,52482.34,0.067,100.52,38398.41
2019-06-30,IT,Utilities,559303.23,342413.92,91233.83,0.094,119.43,216889.31
2022-06-30,Sales,COGS,532209.95,319703.12,49043.02,0.156,86.53,212506.83
2018-06-30,Operations,Admin,586647.42,217841.84,57635.88,0.077,99.8,368805.58
2019-12-31,Operations,Marketing Spend,459602.2,266922.52,48491.31,0.24,87.77,192679.68
2020-09-30,Operations,Admin,515902.45,346049.85,55992.08,0.094,96.4,169852.6
2018-03-31,IT,R&D,547627.47,356369.16,53021.33,0.217,95.15,191258.31
2023-06-30,IT,COGS,451153.69,240572.34,69339.28,0.214,102.84,210581.35
2019-06-30,Sales,Admin,640609.54,377806.64,83729.03,0.078,81.39,262802.9
2021-12-31,IT,COGS,513013.85,261821.63,47017.34,0.192,112.29,251192.22
2024-09-30,Sales,Marketing Spend,534437.4,326606.0,42708.98,0.215,108.37,207831.4
2022-12-31,IT,Salaries,416722.21,315615.46,97444.42,0.227,119.99,101106.75
2020-12-31,IT,COGS,334865.85,226954.77,84068.62,0.241,90.23,107911.08
2020-09-30,IT,Utilities,365365.92,278058.72,57028.94,0.236,114.71,87307.2
2024-09-30,Sales,Admin,559631.45,136493.02,75190.51,0.112,104.41,423138.43
2020-06-30,Marketing,R&D,420970.92,268509.43,82614.93,0.104,89.24,152461.49
2018-09-30,Sales,Utilities,572887.77,398689.83,45664.43,0.13,91.83,174197.94
2021-03-31,Marketing,Utilities,665474.15,147609.78,69581.41,0.143,80.82,517864.37
2024-09-30,Operations,R&D,577097.65,230492.9,53617.2,0.097,93.74,346604.75
2018-09-30,Operations,R&D,542631.06,263088.83,54201.44,0.067,115.98,279542.23
2021-09-30,Sales,R&D,565568.23,129205.33,66319.33,0.181,83.01,436362.9
2021-12-31,Marketing,Utilities,610402.36,139275.43,85359.57,0.085,117.12,471126.93
2021-03-31,Marketing,COGS,531171.92,464817.33,61302.06,0.233,95.18,66354.59
2022-03-31,Marketing,R&D,566369.5,346950.09,68957.84,0.108,109.63,219419.41
2018-09-30,Operations,Salaries,443458.44,379966.07,68819.64,0.09,106.34,63492.37
2022-12-31,Sales,Utilities,402378.77,328022.75,76895.25,0.089,106.9,74356.02
2020-09-30,Finance,Utilities,449420.68,346365.59,62352.6,0.108,101.93,103055.09
2024-09-30,Marketing,Utilities,467364.26,274530.27,55474.86,0.172,98.57,192833.99
2023-03-31,Marketing,Marketing Spend,463283.49,383429.64,43939.11,0.246,117.13,79853.85
2022-09-30,Finance,COGS,614664.25,414720.17,63967.53,0.147,107.2,199944.08
2023-06-30,Sales,COGS,228423.63,245880.65,43134.88,0.17,104.58,-17457.02
2020-09-30,Marketing,R&D,478626.78,280172.62,52756.88,0.219,96.73,198454.16
2024-12-31,Sales,Utilities,574328.05,253577.97,30250.04,0.117,89.0,320750.08
2021-12-31,Marketing,Utilities,570676.31,293157.68,93231.68,0.086,80.07,277518.63
2023-03-31,IT,R&D,418106.73,359268.23,28971.38,0.137,119.23,58838.5
2018-09-30,Marketing,COGS,673871.78,285698.53,62125.68,0.114,110.25,388173.25
2023-06-30,IT,R&D,361624.72,160250.48,35318.48,0.223,119.76,201374.24
2019-06-30,Sales,R&D,465003.29,377578.71,23412.21,0.246,110.81,87424.58
2021-06-30,Marketing,R&D,469017.15,238861.96,60534.67,0.188,81.82,230155.19
2023-12-31,Operations,R&D,468014.98,332473.89,81052.67,0.181,97.76,135541.09
2022-06-30,Operations,R&D,635970.04,340280.13,35616.08,0.193,84.67,295689.91
2022-03-31,Finance,Admin,501596.3,265786.74,62823.31,0.144,112.05,235809.56
2018-12-31,Operations,Admin,531977.55,226759.56,87103.16,0.176,87.44,305217.99
2023-09-30,IT,Utilities,587931.73,261741.75,96943.4,0.064,106.31,326189.98
2021-09-30,Operations,Utilities,436041.83,427727.26,45563.98,0.149,106.34,8314.57
2020-09-30,Operations,Admin,484527.0,224101.78,50313.34,0.116,105.56,260425.22
2024-06-30,Operations,COGS,667606.79,211915.16,53634.56,0.061,115.13,455691.63
2018-09-30,Marketing,Marketing Spend,537824.29,315258.46,65837.46,0.159,109.03,222565.83
2018-09-30,Finance,COGS,390502.3,282956.68,47838.68,0.122,93.1,107545.62
2021-12-31,Sales,Utilities,414364.13,267207.68,64392.08,0.168,92.59,147156.45
2019-03-31,Finance,Admin,589193.29,227781.59,50209.15,0.153,80.89,361411.7
2023-03-31,IT,COGS,387052.58,298332.96,36296.91,0.105,116.33,88719.62
2020-06-30,Marketing,Marketing Spend,452700.99,287085.67,60332.05,0.158,84.14,165615.32
2022-09-30,Marketing,R&D,520330.22,406950.01,39894.75,0.126,99.16,113380.21
2024-03-31,Operations,Salaries,501362.15,229123.97,31539.23,0.234,100.34,272238.18
2018-12-31,Operations,Admin,648321.76,261086.23,51468.7,0.125,97.91,387235.53
2022-09-30,IT,Admin,254938.26,402745.9,35073.85,0.058,102.97,-147807.64
2020-09-30,Marketing,Marketing Spend,548194.72,258600.63,44212.19,0.203,109.17,289594.09
2018-06-30,Sales,R&D,471741.71,242262.52,70826.35,0.243,87.85,229479.19
2020-06-30,Finance,R&D,631700.82,335737.52,39457.84,0.084,82.95,295963.3
2020-09-30,Marketing,Salaries,476437.29,312676.93,27252.12,0.245,114.3,163760.36
2024-03-31,Sales,R&D,479335.07,275262.01,63049.74,0.173,99.79,204073.06
2022-12-31,Sales,Marketing Spend,499592.34,306046.04,73285.95,0.219,85.09,193546.3
2021-12-31,Finance,Utilities,433885.93,337955.36,42569.28,0.145,106.88,95930.57
2022-09-30,Sales,R&D,440908.73,312862.37,78236.7,0.175,88.92,128046.36
2023-09-30,IT,Utilities,485104.43,346158.58,62744.75,0.218,83.27,138945.85
2023-12-31,Sales,Utilities,664497.24,284950.19,80164.5,0.247,91.3,379547.05
2020-09-30,IT,Marketing Spend,450865.01,217619.16,32237.85,0.087,91.88,233245.85
2021-06-30,Sales,Admin,431250.26,345317.26,15207.87,0.23,114.74,85933.0
2018-06-30,Operations,Admin,459985.19,278318.69,61755.58,0.183,92.29,181666.5
2023-09-30,Sales,Admin,500339.6,276242.72,51064.48,0.239,111.21,224096.88
2024-12-31,IT,COGS,679244.46,359681.39,55867.9,0.114,103.09,319563.07
2019-03-31,Sales,Admin,423621.47,432817.56,59677.97,0.099,83.79,-9196.09
2024-09-30,Sales,Marketing Spend,749909.29,165581.39,82134.71,0.123,86.26,584327.9
2019-03-31,Sales,Salaries,545229.94,274747.98,38049.22,0.227,83.2,270481.96
2022-09-30,IT,R&D,399967.39,293855.35,84937.94,0.142,96.06,106112.04
2023-03-31,Sales,Admin,445274.49,308741.44,40887.45,0.24,118.8,136533.05
2020-12-31,Finance,COGS,306355.02,285427.37,60762.79,0.098,87.23,20927.65
2022-06-30,Finance,Utilities,510668.19,292914.95,58792.03,0.094,93.68,217753.24
2018-12-31,IT,COGS,605153.53,329357.41,35143.78,0.186,112.8,275796.12
2023-06-30,Operations,Marketing Spend,503108.9,284403.16,59964.02,0.108,115.03,218705.74
2022-03-31,Finance,Salaries,580280.74,257385.19,30927.46,0.076,109.42,322895.55
2020-06-30,Marketing,Admin,542848.73,255030.31,11680.63,0.125,98.68,287818.42
2022-12-31,Finance,Admin,621013.45,406255.69,70136.83,0.103,105.95,214757.76
2019-06-30,Marketing,COGS,402026.21,458664.87,71255.22,0.133,98.0,-56638.66
2024-03-31,IT,Marketing Spend,588288.22,272944.13,21829.46,0.087,113.94,315344.09
2021-06-30,Operations,COGS,688677.59,274641.79,45315.13,0.241,96.39,414035.8
2020-09-30,Marketing,COGS,756529.91,331355.24,28295.16,0.21,112.71,425174.67
2020-09-30,Marketing,Salaries,642032.62,310679.02,63051.73,0.218,103.43,331353.6
2022-06-30,Finance,Marketing Spend,517147.14,288210.37,72600.68,0.11,100.85,228936.77
2024-09-30,Marketing,Salaries,403472.68,199998.39,32705.95,0.221,106.26,203474.29
2023-09-30,IT,Marketing Spend,418337.7,234765.49,6596.66,0.168,91.68,183572.21
2023-06-30,IT,Admin,482682.5,355349.69,60116.92,0.061,95.69,127332.81
2022-06-30,IT,R&D,685992.24,277686.14,62207.42,0.081,112.2,408306.1
2023-12-31,Finance,Utilities,446963.03,457304.54,32804.8,0.139,95.36,-10341.51
2023-09-30,Operations,R&D,517959.72,453873.62,40110.89,0.129,106.14,64086.1
2020-09-30,Finance,Marketing Spend,594076.38,226594.51,34615.75,0.209,106.54,367481.87
2023-03-31,IT,R&D,171433.38,405736.4,50333.57,0.225,114.79,-234303.02
2020-12-31,Finance,COGS,393658.75,289325.83,66733.7,0.223,97.75,104332.92
